paper_id,question_id,question,reasoning,evidence,answer
"Hong et al., 2014",10,"If covariates or predictors have been used, is it done in such a way that the analyses could be replicated?","The context mentions the use of covariates and predictors in the analysis, specifically stating that T1 variables (depression, anxiety, and sex) were used in a logistic regression model to predict latent class membership. They indicate that a three-step method was employed to account for inaccuracies in class separation and provide a more reliable analysis. Moreover, the context elaborates on the steps taken to analyze the data using established methods and tools, suggesting that the analyses could be replicated by adhering to those protocols. Thus, the answer to the question is YES."," - ""To examine whether measures at T1 could predict latent class membership, the T1 depression, anxiety and sex variables were used as independent variables in a logistic regression model."" - ""Results found that anxiety and depression were significant predictors in the model."" - ""specifically, higher T1 anxiety was associated with increased odds of being in the Recovery class relative to the Resilience class."" - ""the three-step method described previously to account for inaccuracies in class separation""",YES
"Hong et al., 2014",11,Is information reported about the number of random start values and final iterations included?,"The context provided does not mention anything about random start values or final iterations in the analysis. It focuses on model fit, growth parameters, covariates, and results without referencing the specific details about iterations or random starts. Therefore, the answer to the question is NO.",[],NO
"Hong et al., 2014",12,Are the model comparison (and selection) tools described from a statistical perspective?,"The context discusses several statistical tools and criteria used for model comparison and selection. The report mentions the use of loglikelihood, Akaike's Information Criterion (AIC), Bayesian Information Criterion (BIC), and entropy values to evaluate model fit. Additionally, it refers to likelihood ratio tests to compare models and determine their adequacy. This clearly indicates that the model comparison and selection tools described are based on statistical principles. Therefore, the answer is YES. "," - ""The 4-class LCGA model having a lower AIC and BIC value when compared to the 2 and 3-class LCGA models."" - ""The significant p-value results from the three likelihood ratio tests supported the 4-class model as a better fit for the data."" - ""Entropy values are indicative that the latent classes have clean membership classification."" - ""Examining the specific pattern of PTSD symptom change across time for each of the classes."" - ""Presented fit indices for the estimated LCGA, and GMM models."" ",YES
"Hong et al., 2014",13,"Are the total number of fitted models reported, including a one-class solution?","To determine if the total number of fitted models reported includes a one-class solution, we look through the text for any mention of the number of classes tested. The context mentions models for 2-class, 3-class, 4-class, and 5-class solutions. However, there is no mention of a fitted one-class solution among the models listed. Therefore, it can be concluded that a one-class solution is not reported. "," - ""2-class"" - ""3-class"" - ""4-class"" - ""5-class"" - ""Models that included a quadratic term did not improve model fit compared to models without the quadratic term."" - ""Only the best fitting models based on BIC are presented."" ",NO
"Hong et al., 2014",14,"Are the number of cases per class reported for each model (absolute sample size, or proportion)?","The context describes various models and their fits without specifying the absolute sample size or proportion of cases per class for each model. It mentions classes and their characteristics but does not provide the number of cases associated with each class. Therefore, we conclude that the number of cases per class is not reported in the context provided.",[],NO
"Hong et al., 2014",15,"If classification of cases in a trajectory is the goal, is entropy reported?","To determine whether entropy is reported when classification of cases in a trajectory is the goal, we need to consider the context provided. The paragraph mentions that ""the 4-class model was found to have a stronger entropy value suggesting stronger classification accuracy."" This indicates that entropy is indeed part of the evaluation when classifying cases into trajectories. Therefore, the answer to the question is YES. "," - ""the 4-class model was found to have a stronger entropy value suggesting stronger classification accuracy.""",YES
"Hong et al., 2014",16,Is a plot included with the estimated mean trajectories of the final solution?,"The context explicitly references a figure displaying the trajectories of PTSD symptoms across time. It states, ""the trajectories of these classes are presented graphically in Figure 1."" This indicates that a plot of the estimated mean trajectories is indeed included. Therefore, the answer is YES. "," - ""the trajectories of these classes are presented graphically in Figure 1.""",YES
"Hong et al., 2014",17,Are plots included with the estimated mean trajectories for each model?,"The context mentions that plots of the latent growth trajectories of the best fitting models are included. Specifically, it states, ""the trajectories of these classes are presented graphically in Figure 1."" Thus, plots for each model are indeed included as indicated in the context. "," - ""the trajectories of these classes are presented graphically in Figure 1"" ",YES
"Hong et al., 2014",18,Is a plot included of the combination of estimated means of the final model and the observed individual trajectories split out for each latent class?,"The context mentions that ""the trajectories of these classes are presented graphically in Figure 1"" and describes the classes as having different patterns of PTSD symptoms over time. Further, it reflects on the representation of means and observed individual trajectories as depicted by literal figures. Therefore, a plot of both estimated means and observed individual trajectories is indeed included in the context. "," - ""The trajectories of these classes are presented graphically in Figure 1."" - ""Bold lines represent the predicted trajectories based on the estimated model."" - ""Dots represent the observed mean PTSD score for each class at each time point."" ",YES
"Hong et al., 2014",19,"Are characteristics of the final class solution numerically described (i.e., means, SD/SE, n, CI, etc.)?","The context provides detailed numerical characteristics of the final class solution, including means and standard errors for intercepts and slopes for each latent class. It specifically mentions the use of statistical measures like confidence intervals and p-values, which provide a thorough numerical description of the final class solutions. Thus, the answer to the question is YES."," - ""Intercepta 44.74 | 2.70 | 39.45 | 50.03 | <.001"" - ""Slope 0.64 | 0.07 | 0.78 | 0.50 | <.001"" - ""Interceptb 17.05 | 1.04 | 15.02 | 19.09 | <.001"" - ""Slope 0.01 | 0.04 | 0.09 | 0.06 | .769"" - ""B | SE B | Lower | Upper | p-value | 1. Recovery (19.9%) | Intercepta | 44.74 | 2.70 | 39.45 | 50.03 | <.001 | Slope""",YES
"Hong et al., 2014",20,"Are the syntax files available (either in the appendix, supplementary materials, or from the authors)?","The context does not provide any information regarding the availability of syntax files. While it mentions supplementary materials, it does not specify if they include syntax files or offer a means to obtain them from the authors. Thus, there is no evidence supporting that syntax files are available. The answer should be NO.",[],NO
"Miller-Graff & Howell, 2015",0,Is the metric or unit of time used in the statistical model reported?,"The context explicitly mentions that children's posttraumatic stress symptoms (PTSS) were evaluated at the ages of 8, 12, and 16 years, indicating that time is measured in years. Thus, the metric of time used in the statistical model is clearly reported as years. Therefore, the answer to the question is YES."," - ""Children's PTSS were evaluated at 8, 12, and 16 years."" - ""Children's adjustment at 8 years was assessed...""",YES
"Miller-Graff & Howell, 2015",1,Is information presented about the mean and variance of time within a wave?,"The context does not provide information about the mean and variance of time within a wave. While it discusses measurements and child data, it does not specifically mention mean and variance related to the timing of assessments or evaluation phases. Therefore, there is no evidence to suggest that such information is present. ",[],NO
"Miller-Graff & Howell, 2015",2,Is the missing data mechanism reported?,"The context provides specific information regarding how missing data were handled in the study. It states that ""Mean difference tests indicated that missing data were not significantly related to child sex, physical abuse history, sexual abuse history, neglect, exposure to violence, or family income."" This indicates that the researchers have analyzed the characteristics associated with missing data. Thus, it implies that the missing data mechanism has been reported in terms of how it related to other variables in the study. Therefore, the answer to the question is YES."," - ""Mean difference tests indicated that missing data were not significantly related to child sex, physical abuse history, sexual abuse history, neglect, exposure to violence, or family income.""",YES
"Miller-Graff & Howell, 2015",3,Is a description provided of what variables are related to attrition/missing data?,"The context specifies that ""mean difference tests indicated that missing data were not significantly related to child sex, physical abuse history, sexual abuse history, neglect, exposure to violence, or family income."" This directly answers the question by indicating what variables were examined and their relationship to missing data, ruling them out as significant factors. The context also mentions that ""children with missing data were marginally more likely to be minorities"" and had a history of CPS reports of emotional abuse, which further elucidates the situation regarding attrition. Thus, a description of the variables related to missing data is indeed provided. Therefore, the answer to the question is YES."," - ""Mean difference tests indicated that missing data were not significantly related to child sex, physical abuse history, sexual abuse history, neglect, exposure to violence, or family income."" - ""Children with missing data were marginally more likely to be minorities."" - ""Children with missing data were more likely to have a history of CPS reports of emotional abuse.""",YES
"Miller-Graff & Howell, 2015",4,Is a description provided of how missing data in the analyses were dealt with?,"The context provides specific information on how missing data were handled, stating that no imputation was conducted since the group-based trajectory modeling program can create estimates from at least two points. It also mentions that mean difference tests indicated missing data were not significantly related to several factors, and that associated variables were included in the regression models. Thus, a description is indeed provided regarding how the missing data were dealt with. "," - ""Missing data were not imputed as the group-based trajectory modeling program can create estimates from two points."" - ""Mean difference tests indicated that missing data were not significantly related to child sex, physical abuse history, sexual abuse history, neglect, exposure to violence, or family income."" - ""All variables that were associated with missingness were included in the regression models."" ",YES
"Miller-Graff & Howell, 2015",5,Is information about the distribution of the observed variables included?,"To determine whether information about the distribution of observed variables is included, I need to look for any mention of statistics, means, standard deviations, ranges, or categorical distributions provided in the context. The provided context mentions means and standard deviations for PTSS at different ages, as well as the percentage of children in the clinical range, along with average reports of maltreatment and details about exposure to violence. This constitutes information about the distribution of observed variables. Therefore, the answer to the question is YES."," - ""On average, children fell below the clinical range for PTSS at all ages (at age 8: *M* = 52.91, *SD* = 12.67; at age 12: *M* = 41.30, *SD* = 8.50; at age 16: *M* = 43.77, *SD* = 8.07)."" - ""Approximately 16.7% of children were in the clinical range at age 8, 2.1% were in the clinical range at age 12, and 2.3% were in the clinical range at age 16."" - ""Children had, on average, two or more reports of possible maltreatment in their CPS history between birth and 8 years of age, but this was highly variable (*SD* = 2.47, range = 0–24), and one additional report between the ages of 8 and 16 (*M* = 1.18, *SD* = 2.42)."" - ""Only 1.5% of the children (*n* = 18) in the study had no documented history with CPS and no self-reported exposure to violence in the home or community.""",YES
"Miller-Graff & Howell, 2015",6,Is the software that was used for the statistical analysis mentioned?,"The context specifies that STATA 12.1 was used for the analyses of the group-based trajectory modeling, confirming the software used for the statistical analysis. Thus, the answer is YES."," - ""Analyses were conducted using STATA 12.1, which can accommodate the group trajectory modeling platform.""",YES
"Miller-Graff & Howell, 2015",7,"Are alternative specifications of within-class heterogeneity considered (e.g., LGCA vs. LGMM) and clearly documented?","The context discusses the choice of group-based trajectory modeling (GBTM) over growth-mixture modeling (GMM) and notes the differences between the two models. However, it does not mention latent growth curve analysis (LGCA) or provide any documentation regarding alternative specifications of within-class heterogeneity like LGCA. Thus, there is no evidence that these alternatives were considered or documented. The focus remains primarily on GBTM and GMM without an exploration of LGCA or other methodologies. Therefore, the answer is NO."," - ""We elected to use group-based trajectory modeling (GBTM) over growth-mixture modeling (GMM)."" - ""Because no studies had examined children's PTSS over such a long duration, a confirmatory study using GMM was not deemed the best fit for the research aims."" - ""GBTM empirically evaluates whether distinct groups exist, and is able to identify an optimum number of groups based on fit indices, assuming no variation within the group."" - [ ]",NO
"Miller-Graff & Howell, 2015",8,Are alternative specifications of the between-class differences in variancecovariance matrix structure considered and clearly documented?,"The context describes the data analysis method as using group-based trajectory modeling (GBTM) and mentions that competing models estimating different numbers of unique linear trajectories were tested. However, there is no mention of alternative specifications of the between-class differences in variance-covariance matrix structure being considered or documented. Furthermore, it states that models were run specifying a censored normal distribution and does not elaborate on different covariance structures, indicating that such considerations were not clearly documented. Therefore, the answer to the question is NO. "," - ""Competing models estimating different numbers of unique linear trajectories were tested."" - ""Models were run specifying a censored normal distribution."" - ""Variance between sites in trauma trajectories was tested to ensure no site-specific patterns were present."" - [] ",NO
"Miller-Graff & Howell, 2015",9,Are alternative shape/functional forms of the trajectories described?,"The context indicates that the authors examined competing group-based trajectory models and selected a specific three-trajectory model due to its fit statistics. There is no mention of alternative shapes or functional forms for the trajectories beyond the three identified (Borderline-Stable, Resilient, and Clinical-Improving), nor do they suggest there are other functional forms being analyzed. Therefore, it is implied that alternative shapes are not described. The lack of evidence for alternative trajectory forms leads me to conclude that the answer is NO. "," - ""Competing group-based trajectory models were examined for the current data with two, three, and four unique linear trajectories."" - ""As such, the 3-trajectory model was selected as it represented the largest value and was therefore the best fit."" - ""The three identified group trajectories were described as Borderline-Stable (5.6%), Resilient (69.6%), and Clinical-Improving (24.8%).""",NO
"Miller-Graff & Howell, 2015",10,"If covariates or predictors have been used, is it done in such a way that the analyses could be replicated?","To determine if the analyses using covariates or predictors could be replicated, we need to assess the clarity of the methods and the details provided regarding how the predictors were utilized. The context specifies the methods of data analysis, including the use of group-based trajectory modeling, criteria for selecting model fits, and the handling of missing data. This detailed methodological approach indicates that the analysis is systematic and allows for replication. Therefore, the answer to the question is YES. "," - ""Analyses were conducted using STATA 12.1, which can accommodate the group trajectory modeling platform."" - ""Bayesian information criterion (BIC) estimation was used to evaluate trajectory models; the BIC with the value closest to zero was selected as the best fit."" - ""Competing models estimating different numbers of unique linear trajectories were tested."" ",YES
"Miller-Graff & Howell, 2015",11,Is information reported about the number of random start values and final iterations included?,"The context does not mention anything specific about random start values or final iterations in relation to the modeling processes. Instead, it describes the modeling approach chosen and the criteria for selecting trajectory models. Since there is no evidence pertaining to the number of random start values or final iterations, the answer should be NO.",[],NO
"Miller-Graff & Howell, 2015",12,Are the model comparison (and selection) tools described from a statistical perspective?,"To determine if the model comparison and selection tools described are statistical in nature, we need to examine specific mentions of statistical techniques or methodologies in the context. The text describes the use of Bayesian information criterion (BIC) to evaluate trajectory models and mentions confirming statistical methods for selecting models based on fit indices. It indicates that the modeling and selection process involves empirical evaluations rather than subjective criteria, highlighting a systematic statistical approach. Therefore, the answer to the question is YES."," - ""Bayesian information criterion (BIC) estimation was used to evaluate trajectory models"" - ""the BIC with the value closest to zero was selected as the best fit"" - ""Competing models estimating different numbers of unique linear trajectories were tested""",YES
"Miller-Graff & Howell, 2015",13,"Are the total number of fitted models reported, including a one-class solution?","To determine whether the total number of fitted models is reported, including a one-class solution, we need to look for explicit mentions of the number of models tested in the context. The context states that ""Competing models estimating different numbers of unique linear trajectories were tested,"" but does not provide a specific number of models or mention a one-class solution. As there are no details on the total number of fitted models or the inclusion of a one-class solution, we cannot confirm that this information is presented. Therefore, the answer should be NO."," - ""Competing models estimating different numbers of unique linear trajectories were tested.""",NO
"Miller-Graff & Howell, 2015",14,"Are the number of cases per class reported for each model (absolute sample size, or proportion)?","The text does not provide specific figures regarding the number of cases per class reported for each model, such as absolute sample sizes or proportions. Although it mentions that children with sufficient data (at least two of three time points) were included in the study and states the total number of participants, it lacks detailed information on the breakdown of cases for each trajectory class within the models. Therefore, there is no evidence to indicate that the number of cases per class has been reported. "," - [the total number of CPS records between the ages of zero and 8 years were summed] - [children with sufficient data (at least two of three time points; *n* = 1,178) were included in the group-based trajectory model] - [Mean difference tests indicated that missing data were not significantly related] - [Varying amounts of missingness were present on predictor variables in the multinomial logistic regression (1%–12%)] ",NO
"Miller-Graff & Howell, 2015",15,"If classification of cases in a trajectory is the goal, is entropy reported?","To determine whether entropy is reported in connection with classification of cases in a trajectory model, we must examine the context for any mention of entropy. The provided context discusses the results of group-based trajectory modeling and mentions various aspects like probability estimates and comparisons between groups, but does not explicitly mention entropy as part of the model selection or analysis. Therefore, the answer to whether entropy is reported is NO.", - [],NO
"Miller-Graff & Howell, 2015",16,Is a plot included with the estimated mean trajectories of the final solution?,"The context indicates that graphical functions were used to examine trauma trajectories. This suggests that a plot was included to visualize the estimated mean trajectories of the final solution based on the models analyzed. Therefore, it is likely that a plot is included. "," - ""graphical functions were used to examine trauma trajectories (see Figure 1)."" ",YES
"Miller-Graff & Howell, 2015",17,Are plots included with the estimated mean trajectories for each model?,"The context mentions that after estimating the group-based trajectories, ""graphical functions were used to examine trauma trajectories."" This implies that visual representations, such as plots, of the estimated trajectories were indeed included. Therefore, the answer to the question is YES."," - ""Following the statistical estimation of these trajectories, graphical functions were used to examine trauma trajectories (see Figure 1).""",YES
"Miller-Graff & Howell, 2015",18,Is a plot included of the combination of estimated means of the final model and the observed individual trajectories split out for each latent class?,"The context mentions that graphical functions were used to examine trauma trajectories, indicating that there is a visual representation of group-based trajectories. However, it does not specifically state that a plot of the combination of estimated means of the final model and the observed individual trajectories for each latent class is included. Therefore, we cannot confirm with certainty that such a specific plot exists based on the text provided. "," - ""graphical functions were used to examine trauma trajectories"" - ""three identified group trajectories were described as Borderline-Stable, Resilient, and Clinical-Improving"" ",NO
"Miller-Graff & Howell, 2015",19,"Are characteristics of the final class solution numerically described (i.e., means, SD/SE, n, CI, etc.)?","The context discusses the characteristics of children's posttraumatic stress symptoms (PTSS) as part of the statistical results. It mentions average scores along with standard deviations (SD), indicating that descriptive statistics are provided for the groups over time. Furthermore, the proportion of children in each group at different ages suggests that numerical descriptions of these final class solutions are included in the results. Therefore, the answer to the question is YES."," - ""On average, children fell below the clinical range for PTSS at all ages (at age 8: M = 52.91, SD = 12.67; at age 12: M = 41.30, SD = 8.50; at age 16: M = 43.77, SD = 8.07)."" - ""Approximately 16.7% of children were in the clinical range at age 8, 2.1% were in the clinical range at age 12, and 2.3% were in the clinical range at age 16."" - ""Mean difference tests indicated that missing data were not significantly related to child sex, physical abuse history, sexual abuse history, neglect, exposure to violence, or family income.""",YES
"Miller-Graff & Howell, 2015",20,"Are the syntax files available (either in the appendix, supplementary materials, or from the authors)?","To determine whether the syntax files are available, we should look for any mention of supplementary materials, appendices, or direct communication from the authors regarding the availability of these files. However, the provided context does not mention anything about syntax files, supplementary materials, or any direct source where such information can be found. Thus, we can conclude that there is no evidence supporting the availability of the syntax files. ",[],NO
"Muscara et al., 2018",0,Is the metric or unit of time used in the statistical model reported?,"The context specifies that the LCG model used in the study modeled time in terms of ""average months at each time point (0, 4, 7, and 19)."" This indicates that the unit of time reported in the statistical model is in months. Therefore, the answer to the question is YES."," - ""the change of distress over the study period with nonlinear trajectories tested, with time modeled in terms of average months at each time point (0, 4, 7, and 19).""",YES
"Muscara et al., 2018",1,Is information presented about the mean and variance of time within a wave?,"To determine if information about the mean and variance of time within a wave is presented, we should look for any statistical details regarding measurements over time across different phases of the study. The context mentions ""average months at each time point (0, 4, 7, and 19)"", which suggests that time was measured and indicates mean values. However, there's no specific mention of variance regarding time points, which is crucial in completing the information required by the question. Hence, information is partially presented but not fulfilling the complete request regarding variance. Therefore, the answer should be NO."," - ""average months at each time point (0, 4, 7, and 19)"" - ""The long-term stress outcome was collected via different instruments over time"" - ""the ASDS and PCL-S were not administered at the same time point"" - ""with time modeled in terms of average months at each time point (0, 4, 7, and 19).""",NO
"Muscara et al., 2018",2,Is the missing data mechanism reported?,"To determine if the missing data mechanism is reported, we need to see if there are descriptions of who did not complete the data collection or provide data at different time points. The context mentions excluded families and gives statistics on how many families declined to participate, did not return baseline questionnaires, withdrew from the study, or did not complete multiple data points. This detailed reporting indicates that the missing data mechanism is addressed. Therefore, the answer to the question is YES."," - ""Of the 311 eligible families that were approached, 29 declined to participate, 69 did not return their baseline questionnaires, 20 withdrew, and 1 was removed from the study, as their child passed away."" - ""A further 70 families did not complete questionnaires at more than one time point (89% of these families completed their single data point at baseline) and were therefore excluded from the study analyses."" - ""The main reasons given by parents for withdrawing or declining participation included time constraints mainly associated with the illness or were currently too overwhelmed with managing their child's condition to participate.""",YES
"Muscara et al., 2018",3,Is a description provided of what variables are related to attrition/missing data?,"The context outlines the analytical procedures, including an analysis of differences between the final analytic sample and those who dropped out or were lost to follow-up. It specifically mentions the use of chi-squared tests to identify differences in categorical variables, such as demographic characteristics. This indicates that variables related to attrition or missing data have been examined, so there is indeed a description provided. "," - ""Similar models were carried out between the final analytic sample and those who dropped out or were lost to follow-up"" - ""Chi-squared tests to categorical variables"" ",YES
"Muscara et al., 2018",4,Is a description provided of how missing data in the analyses were dealt with?,"To determine if there is a description of how missing data in the analyses were dealt with, we look for information in the context regarding the treatment of participants who dropped out or were lost to follow-up. The text states that ""analyses included those who completed two or more data points,"" which indicates that the approach to missing data involved excluding those who did not provide sufficient information. Therefore, it suggests that there is a method outlined for handling missing data in the analysis. "," - ""Similar models were carried out between the final analytic sample and those who dropped out or were lost to follow-up, and again for those that provided only one data point (and were consequently excluded)."" - ""we restricted the sample to those who have completed two or more data points to provide the best trajectory estimates."" ",YES
"Muscara et al., 2018",5,Is information about the distribution of the observed variables included?,"The context provides detailed statistical data regarding demographic characteristics of parents and children, as well as model selection results which include Bayesian Information Criterion (BIC) and Akaike Information Criterion (AIC). These statistics reflect the performance of different models applied to the data and indicate a level of distribution examined in the analysis. Additionally, it describes the sample characteristics and comparisons between different illness groups, which suggests an assessment of the distribution of observed variables. Therefore, the answer is YES. "," - ""Description of the sample included presentation of parent and child demographic characteristics, split by illness group."" - ""Between-illness group comparisons were undertaken to establish relative homogeneity of the total sample."" - ""Analyses were conducted using Stata 14.2."" - ""BIC improvement"" and ""AIC"" reflect data distributions across different polynomial orders. ",YES
"Muscara et al., 2018",6,Is the software that was used for the statistical analysis mentioned?,"The context clearly states the software used for statistical analyses was Stata 14.2. This information directly answers the question regarding the software utilized. Therefore, the answer is YES."," - ""Analyses were conducted using Stata 14.2""",YES
"Muscara et al., 2018",7,"Are alternative specifications of within-class heterogeneity considered (e.g., LGCA vs. LGMM) and clearly documented?","The context mentions that latent class growth (LCG) modeling is utilized, but it does not specify any alternative specifications like LGCA or LGMM being considered or documented. The details provided focus primarily on the modeling approach and its application without mentioning alternative methods or their documentation. Therefore, it can be concluded that alternative specifications are not considered as per the provided context.", - [ ],NO
"Muscara et al., 2018",8,Are alternative specifications of the between-class differences in variancecovariance matrix structure considered and clearly documented?,"The text discusses the use of latent class growth modeling, focusing on different classes, their characteristics, and comparisons among those classes. However, there is no mention of alternative specifications of the variance-covariance matrix structure being considered or documented in relation to the between-class differences. Therefore, the answer to this question is NO. ", - [ ],NO
"Muscara et al., 2018",9,Are alternative shape/functional forms of the trajectories described?,"To determine if alternative shape or functional forms of the trajectories are described, we analyze the information regarding the identified classes and their specified trajectories. The context clearly states that there are three classes with varying trajectories: ""Resilient,"" ""Recovery,"" and ""Chronic,"" each characterized by specific polynomial functions indicating their shapes over time. The discussion of quadratic trajectories indicates that different functional forms are being used to model these changes, thus answering the question affirmatively. "," - ""Class 1—Resilient: Quadratic trajectory, slight increase, consistently low"" - ""Class 2—Recovery: Quadratic trajectory, slight decrease, consistently low"" - ""Class 3—Chronic: Constant (intercept) trajectory, consistently high"" ",YES
"Muscara et al., 2018",10,"If covariates or predictors have been used, is it done in such a way that the analyses could be replicated?","To determine if the covariates or predictors used in the study can support analyses that could be replicated, we need to examine how they are described and utilized in the statistical methods section. The context mentions the use of multiple instruments to assess various constructs such as parent mental health, psychosocial factors, and child demographic information. Specific measurement tools and their psychometric properties are discussed, along with the clear explanation of how the data will be analyzed statistically, including the types of models used and the selection of significant predictors. The analyses described, including latent class growth modeling and indicate that the methodology is detailed enough for replication. Therefore, the answer to the question is YES."," - ""Parent mental health, psychosocial factors were assessed at baseline (T1) unless indicated otherwise."" - ""The DASS has good internal consistency; Cronbach's alpha coefficients in the current study were .85, .88, and .80 for the Depression, Anxiety and Stress subscales, respectively."" - ""Latent class growth (LCG) modeling was used to determine underlying trajectory groups over the four time points."" - ""The ASDS was standardized against M ¼ 48.98 and SD ¼ 15.46, and the PCL-S to M ¼ 30.84 and SD ¼ 13.19."" - ""With the outcome defined, a censored normal LCG model explored the change of distress over the study period with nonlinear trajectories tested.""",YES
"Muscara et al., 2018",11,Is information reported about the number of random start values and final iterations included?,"The context provided some statistical methods and results related to latent class growth modeling, but does not mention specific details about the number of random start values or final iterations. There is no evidence indicating that such information is included. Therefore, the answer is NO. ",[],NO
"Muscara et al., 2018",12,Are the model comparison (and selection) tools described from a statistical perspective?,"To evaluate if the model comparison and selection tools are described from a statistical perspective, we examine the context for evidence of statistical methodologies. The text discusses Bayesian Information Criterion (BIC) and Akaike Information Criterion (AIC), along with methods for model selection including the retention of significant polynomial terms and the evaluation of model parsimony based on various statistical metrics, all of which indicate the use of statistical principles in model comparison. Therefore, the answer to the question is YES. "," - ""Model parsimony was based on a combination of the lowest Bayesian information criterion (BIC), BIC difference >2, as well as clinical appropriateness of the model."" - ""The most parsimonious model was determined by exploring models with up to four classes as predicted by Bonanno's model (2004)."" - ""A top-down approach was used, where the highest significant polynomial term was retained (at p < .05)."" ",YES
"Muscara et al., 2018",13,"Are the total number of fitted models reported, including a one-class solution?","The context provided discusses model selection in latent class growth modeling and mentions that a top-down approach was used involving multiple polynomial trajectories, but it does not explicitly state the total number of fitted models, including a one-class solution. Therefore, based on the available evidence, we cannot confirm that the total number of fitted models was reported. "," - ""The most parsimonious model was determined by exploring models with up to four classes as predicted by Bonanno's model (2004), with each class having up to cubic polynomial trajectories."" ",NO
"Muscara et al., 2018",14,"Are the number of cases per class reported for each model (absolute sample size, or proportion)?","To determine if the number of cases per class is reported, we examine the context regarding the class descriptions. The classes of the model are clearly delineated, and specific sample sizes for each class are given. The Resilient class has 52 cases, the Recovery class has 82 cases, and the Chronic class has 20 cases, which indicates that absolute sample sizes are indeed provided. Therefore, the answer to the question is YES. "," - ""Class 1—Resilient: Quadratic trajectory, slight increase, consistently low (n ¼ 52, 33% of the sample)"" - ""Class 2—Recovery: Quadratic trajectory, slight decrease, consistently low (n ¼ 82, 52% of the sample)"" - ""Class 3—Chronic: Constant (intercept) trajectory, consistently high (n ¼ 20, 13% of the sample)"" ",YES
"Muscara et al., 2018",15,"If classification of cases in a trajectory is the goal, is entropy reported?","To address the question, we need to check if there is any mention of entropy related to the classification of cases in the trajectory model. The context does not provide specific statements or data regarding the reporting of entropy, particularly in relation to the latent class growth modeling process. Therefore, since entropy is not mentioned, we conclude that it is not reported. ", - [] ,NO
"Muscara et al., 2018",16,Is a plot included with the estimated mean trajectories of the final solution?,"The context mentions that a plot showing extracted group trajectories from the selected latent class growth (LCG) model is displayed in Figure 1, indicating the estimated mean trajectories of the final model. Therefore, the answer to the question is YES."," - ""The final three-class model is summarized in Table II and displayed in Figure 1."" - ""Figure 1. Extracted group trajectories from the selected LCG model.""",YES
"Muscara et al., 2018",17,Are plots included with the estimated mean trajectories for each model?,"The context explicitly mentions that Figure 1 displays the extracted group trajectories from the selected latent class growth (LCG) model. It describes the nature of the trajectories, justifying the inclusion of plots that visualize the mean trajectories for each class over time. Thus, it is clear that plots are included."," - ""Figure 1. Extracted group trajectories from the selected LCG model."" - ""The final three-class model is summarized in Table II and displayed in Figure 1.""",YES
"Muscara et al., 2018",18,Is a plot included of the combination of estimated means of the final model and the observed individual trajectories split out for each latent class?,"The context includes a reference to ""Figure 1"" that displays extracted group trajectories from the selected latent class growth model. This indicates that there is a plot showing the trajectories for each class. Therefore, the answer to the question is YES. "," - ""The final three-class model is summarized in Table II and displayed in Figure 1."" - ""Figure 1. Extracted group trajectories from the selected LCG model."" - ""The trajectories for each class are described as follows: Class 1—Resilient, Class 2—Recovery, Class 3—Chronic."" ",YES
"Muscara et al., 2018",19,"Are characteristics of the final class solution numerically described (i.e., means, SD/SE, n, CI, etc.)?","The context provides detailed statistics regarding the characteristics of the final class solution, including means, standard deviations, sample sizes, and confidence intervals associated with the various trajectories. For instance, it lists how many participants are in each class and the statistics for their growth trajectories. Therefore, the answer to the question is YES."," - ""Class 1—Resilient: Quadratic trajectory, slight increase, consistently low (n ¼ 52, 33% of the sample),"" - ""Class 2—Recovery: Quadratic trajectory, slight decrease, consistently low (n ¼ 82, 52% of the sample),"" - ""Class 3—Chronic: Constant (intercept) trajectory, consistently high (n ¼ 20, 13% of the sample)."" - ""Summary statistics of the selected model are presented, and latent class mean estimates (and 95% confidence intervals [95% CIs]) are plotted for ease of interpretation.""",YES
"Muscara et al., 2018",20,"Are the syntax files available (either in the appendix, supplementary materials, or from the authors)?","The context does not mention any availability of syntax files related to the study. There are descriptions of statistical analyses and tools used but no reference to syntax files being included in the appendix or supplementary materials, nor is there an indication that they can be obtained from the authors. Thus, there is no evidence that supports the availability of syntax files.",[],NO
"Palmer et al., 2019",0,Is the metric or unit of time used in the statistical model reported?,"The context does not specify any particular metric or unit of time used in the statistical model. While time points are referenced (i.e., time 1, time 2, etc.), there is no explicit mention of the measurement of time (e.g., years, months). Therefore, based on the information provided, the answer is NO."," - ""Participants in the baseline sample (time 1) were followed up between 2004 and 2006 (time 2), between 2007 and 2009 (time 3), and between 2014 and 2016 (time 4)."" - ""A new class of interest emerged with 3% membership, demonstrating deterioration at times 2 and 3, followed by an improvement."" - ""No deployment recorded; last deployed up to 3 years before time 1""",NO
"Palmer et al., 2019",1,Is information presented about the mean and variance of time within a wave?,"The question asks whether there is information about the mean and variance of time within a wave. The context presents detailed analyses showing different trajectory classes over time but does not mention or provide statistics related to the mean and variance specifically within the context of ""time within a wave."" Therefore, the answer is NO, as this specific information is not explicitly stated in the provided context. ", - [ ],NO
