paper_id,question_id,question,reasoning,evidence,answer
"La Greca et al., 2013",6,Is the software mentioned?,"The context provided does not mention any specific software directly. There are references to analyses conducted using Mplus, which is a statistical software for data analysis, but it does not refer to ""software"" in a general sense or discuss any other software tools. Therefore, there is no evidence of any software being explicitly mentioned. The only mention close to software is the reference to Mplus, which is not the same as stating that ""software"" is mentioned in the broader sense. Hence, the answer to the question is NO. "," - ""Mplus (version 6.11) to identify latent trajectories of children's PTS responses."" - ""Muthen and Muthen [1998–2007]"" (from the context generally referencing Mplus). ",NO
"La Greca et al., 2013",7,"Are alternative specifications of within-class heterogeneity considered (e.g., LGCA vs. LGMM) and clearly documented?","The context discusses the use of different trajectory models, specifically mentioning the four-trajectory model and the three-trajectory solution. The authors contemplate different trajectory classifications based on fit indices, but they do not clearly mention or document alternative specifications of within-class heterogeneity, such as the specifics of comparing latent growth curve analysis (LGCA) to latent growth mixture modeling (LGMM). The discussion emphasizes trajectory stability and factors affecting the models, suggesting a more general comparison rather than a detailed documentation of alternative specifications. Therefore, the evidence presented does not clearly support the question of whether these alternative specifications are considered in detail. Hence, the answer is NO."," - ""Based on these results, we considered that the three-trajectory solution might be the preferred solution."" - ""The three-trajectory model also provided a good fit for the data."" - ""Decisions about the number of trajectories to retain were made based upon fit indices.""",NO
"La Greca et al., 2013",8,Are alternative specifications of the between-class differences in variancecovariance matrix structure considered and clearly documented?,"The context discusses the analysis of latent growth mixture models (LGMM) regarding children's trajectories of PTSD symptoms after a disaster. It mentions ""the delayed trajectory disappeared from the model...indicates potential model misspecification of predictors"" and that different trajectory models were considered based on the predictors included. This suggests that alternative specifications were considered and the analysis involved various trajectory models. Thus, this indicates that alternative specifications were indeed considered and documented."," - ""instability in trajectory structure indicates potential model misspecification of predictors"" - ""the three-trajectory model was also considered as a potential solution"" - ""the three-trajectory model also provided a good fit for the data"" - ""all predictors were included in the model simultaneously (i.e., controlling for each other)""",YES
"La Greca et al., 2013",9,Are alternative shape/functional forms of the trajectories described?,"The context describes various trajectories of children's post-traumatic stress (PTS) symptoms following a disaster, detailing the shapes and forms these trajectories can take. It specifically mentions three trajectories in the three-trajectory model: resilient, recovering, and chronic, and indicates that the initial four-trajectory model included an unstable delayed trajectory. The context emphasizes the changes in trajectory structure when different predictors are introduced, suggesting a range of shapes and functional forms based on symptom patterns over time. Therefore, evidence of alternative shape/functional forms of the trajectories is indeed present. "," - ""the three trajectories of PTS symptoms (and their prevalence) were: resilient (37 %), recovering (42 %), and chronic (20 %)"" - ""the resilient trajectory showed low levels of PTS symptoms with a small but significant decline across time"" - ""the recovering trajectory included children with elevated PTS symptoms at 3-months, which declined sharply by 10 months"" - ""the chronic trajectory consisted of children with clinically significant PTS symptoms, which also declined from 3 to 10 months postdisaster"" - ""we considered that the three-trajectory solution might be the preferred solution"" - ""the trajectories in the four-trajectory unconditional LGMM were labeled: (a) resilient (45 %), (b) recovering (38 %), (c) chronic (13 %), and (d) delayed (4 %)"" ",YES
"La Greca et al., 2013",10,"If covariates have been used, can analyses still be replicated?","The context discusses the use of predictor variables in analyzing latent growth mixture models (LGMM) and indicates that these variables were entered simultaneously in the models. The mention of ""all predictor variables were simultaneously controlled"" suggests that despite the use of covariates, the results can be replicated by following similar analysis steps. Thus, the answer to whether analyses can still be replicated if covariates have been used is YES. "," - ""When these variables were added to the model, the size and meaning of trajectories remained stable."" - ""all predictor variables were simultaneously controlled."" - ""Thus, models were judged to have a better fit if they had higher entropy, a lower BIC value, a significant LMR-LRT and a significant BLRT, and higher posterior probabilities."" ",YES
"La Greca et al., 2013",11,Is information reported about the number of random start values and final iterations included?,"The context discusses the use of latent growth mixture models (LGMMs) to analyze children's post-traumatic stress (PTS) trajectories. It contains tables with fit statistics for models varying in the number of trajectories, but does not provide specific information regarding the number of random start values or final iterations used in the analysis. The focus is primarily on trajectory models and fit indices rather than the computational details of the estimation process. Therefore, the answer to the question about reporting on the number of random start values and final iterations is NO.", - [],NO
"La Greca et al., 2013",12,Are the model comparison (and selection) tools described from a statistical perspective?,"The model comparison and selection tools discussed in the context clearly incorporate various statistical indices such as BIC, LMR-LRT, and BLRT. The significance of these tests is directly tied to assessing model fit, providing a statistical framework for selecting the most appropriate trajectory model. The mention of fit indices indicates that the tools are fundamentally statistical in nature. Therefore, the answer to the question is YES."," - ""Decisions about the number of trajectories to retain were made based upon fit indices, prior research, parsimony, and interpretability."" - ""The BIC is partially based on the likelihood function, and smaller BIC values indicate a better model fit."" - ""LMR-LRT and BLRT values compare a model with 'k' trajectories to a model with 'k - 1'."" - ""Thus, models were judged to have a better fit if they had higher entropy, a lower BIC value, a significant LMR-LRT and a significant BLRT, and higher posterior probabilities.""",YES
"La Greca et al., 2013",13,"Are the total number of fitted models reported, including a one-class solution?","The context does indeed provide information about the fitted models. It mentions the testing of a one-class solution as well as various multi-class solutions, including one to five trajectories. However, while it discusses the models in general, it does not specify a total number of fitted models reported. As the evidence does not explicitly confirm the total number of models including a one-class solution, the answer is NO."," - ""The first step in the analyses was to determine the number of trajectories that best fit the data."" - ""Unconditional LGMMs (i.e., models with no predictors) were estimated for one- to five-trajectories."" - ""The three-trajectory model was also considered as a potential solution."" - ""Initially, we selected four trajectories based upon the fit indices and theory."" - ""The four-trajectory model was of theoretical interest."" - ""We next ran a conditional LGMM for the three-trajectory solution...""",NO
"La Greca et al., 2013",14,"Are the number of cases per class reported for each model (absolute sample size, or proportion)?","The question asks whether the paper reports the number of cases per class for each model. The context provides specific percentages for the three-trajectory model, indicating the proportions of children in each trajectory. It states that the resilient trajectory includes 37%, the recovering trajectory includes 42%, and the chronic trajectory includes 20%. However, it does not provide the absolute sample size for these classes, which means we only have proportions, not the actual number of cases. Therefore, the answer to the question is YES, as the proportions indicate case distributions per class."," - ""the three trajectories of PTS symptoms (and their prevalence) were: resilient (37 %), recovering (42 %), and chronic (20 %)."" - ""the three-trajectory model was also considered as a potential solution.""",YES
"La Greca et al., 2013",15,"If classification of cases in a trajectory is the goal, is entropy reported?","The context includes a table detailing fit statistics for different models, where entropy values are reported for several trajectory models. The entropy values represent the clarity in distinguishing between trajectories, and values are reported for models with 2, 3, 4, and 5 trajectories. This indicates that entropy is indeed part of the model evaluation when considering the classification of cases. Therefore, the answer to the question is YES. "," - ""Entropy is a measure of the degree to which latent trajectories may be clearly distinguished, and entropy values can range from 0 to 1, with higher values indicating greater clarity in distinguishing trajectories."" - ""The four-trajectory model had a comparatively lower BIC score with relatively higher entropy, when compared to the others."" - ""Table 1 includes a summary of the fit statistics for the unconditional LGMMs with one to five trajectories."" ",YES
"La Greca et al., 2013",16,Is a plot included with the estimated mean trajectories of the final solution?,"The question asks whether a plot is included that depicts the estimated mean trajectories of the final solution. The context contains a mention of a figure that illustrates the trajectories: ""for each trajectory group, mean levels of PTS symptoms at 3 months postdisaster (i.e., the intercept) and of PTS symptom change per month (i.e., slope) are listed in Table 2 and depicted in Fig. 1."" This indicates that there is indeed a graphical representation included in the paper. Thus, the answer to the question is YES. "," - ""for each trajectory group, mean levels of PTS symptoms at 3 months postdisaster (i.e., the intercept) and of PTS symptom change per month (i.e., slope) are listed in Table 2 and depicted in Fig. 1."" ",YES
"La Greca et al., 2013",17,Are plots included with the estimated mean trajectories for each model?,"The context provides information regarding a figure that depicts the mean levels of PTSD symptoms at different time points for three trajectory groups (resilient, recovering, and chronic). The sentence mentioning ""depicted in Fig. 1"" suggests that a visual representation (plot) is indeed included. Therefore, the answer is YES."," - ""mean levels of PTS symptoms at 3 months postdisaster (i.e., the intercept) and of PTS symptom change per month (i.e., slope) are listed in Table 2 and depicted in Fig. 1""",YES
"La Greca et al., 2013",18,Is a plot included of the combination of estimated means of the final model and the observed individual trajectories split out for each latent class?,"The context includes a figure that illustrates the trajectories of distress following the hurricane, showing mean levels of PTSD symptoms over time for each trajectory group (resilient, recovering, chronic). It directly states that ""Fig. 1 depicts the trajectories of distress following hurricane Andrew,"" confirming that a plot is included. Therefore, the answer to the question is YES."," - ""Fig. 1 depicts the trajectories of distress following hurricane Andrew."" - ""The resilient trajectory showed low levels of PTS symptoms with a small but significant decline across time."" - ""The recovering trajectory included children with elevated PTS symptoms at 3 months, which declined sharply by 10 months."" - ""The chronic trajectory consisted of children with clinically significant PTS symptoms, which also declined from 3 to 10 months postdisaster.""",YES
"La Greca et al., 2013",19,"Are characteristics of the final class solution numerically described (i.e., means, SD/SE, n, CI, etc.)?","The question asks whether the characteristics of the final class solution are numerically described. The context lists mean levels of PTS symptoms and specific values such as class sizes and percentages for each trajectory. This indicates that numerical descriptions for characteristics are provided, including means and percentages. Therefore, the answer is YES."," - ""mean levels of PTS symptoms at 3 months postdisaster (i.e., the intercept) and of PTS symptom change per month (i.e., slope) are listed in Table 2"" - ""the three trajectories of PTS symptoms (and their prevalence) were: resilient (37 %), recovering (42 %), and chronic (20 %)."" - ""Class | n | % | Intercept | Slope"" - ""| Chronic | 113 | 20 | 50.92*** | -1.75*** |"" - ""| Recovering | 243 | 43 | 33.98*** | -1.90*** |"" - ""| Resilient | 212 | 37 | 13.34*** | -.28* |""",YES
"La Greca et al., 2013",20,"Are the syntax files available (either in the appendix, supplementary materials, or from the authors)?","The context provided does not mention anything specific about the availability of syntax files, whether in the appendix, supplementary materials, or from the authors. In light of this lack of information, it cannot be determined if the syntax files are available. Therefore, the answer is NO.",[],NO
"Chen et al., 2022",0,Is the metric of time used in the statistical model reported?,"The context presents specific measurements designated as T1, T2, T3, and T4, denoting different time points throughout the study. This indicates that time is indeed a structured variable in the statistical model used to assess outcomes like depression and anxiety. Since the presence of these time markers suggests that time is a crucial aspect of the statistical analysis being performed, we can conclude that the metric of time is used in the statistical model reported. Therefore, the answer to the question is YES."," - ""T1 = Time 1, T2 = Time 2, T3 = Time 3, T4 = Time 4."" - ""We examined one- to five-class solutions for each outcome (Table 1) and reported distribution information and intercept effect sizes of selected solutions.""",YES
"Chen et al., 2022",1,Is information presented about the mean and variance of time within a wave?,"The context does not provide information about the mean and variance of time within a wave. Instead, it discusses various outcome measures and predictors related to depression, anxiety, and PTSD. Therefore, the answer is NO.", - [],NO
"Chen et al., 2022",2,Is the missing data mechanism reported?,"The context indicates that the study employed full-information maximum likelihood and K-nearest neighbor (KNN) imputation to handle missing data. This shows that the data mechanism for missing values was indeed reported, as specific methods for addressing missing data are outlined, indicating a systematic approach to ensure data completeness. Therefore, the answer to the question is YES."," - ""We adopted full-information maximum likelihood, an estimation strategy that allows us to obtain parameter estimates even in the presence of some missing outcome values."" - ""In addition, we handled the missing data of the baseline predictor values (0.94%) using K-nearest neighbor (KNN) imputation.""",YES
"Chen et al., 2022",3,Is a description provided of what variables are related to attrition/missing data?,"The context provides a comprehensive list of variables related to baseline predictors. It includes various person-level predictors such as age, gender, education, marital status, number of children, and mental health measures. Additionally, context-level predictors like income level, employment status before and during COVID-19, and perceived stress severity are included. All these variables can be seen as related to issues of attrition and missing data, especially since they detail demographic factors and health metrics that might affect response rates. Therefore, the answer to whether a description is provided of what variables are related to attrition/missing data is YES."," - ""Baseline person-level predictors included age, gender, education, measures of COVID-19 fear, optimism and pessimism, physical health-related measures."" - ""Baseline context-level predictors included personal income level prior to the pandemic, employment before and during COVID-19, number of stressful life events, perceived stress severity.""",YES
"Chen et al., 2022",4,Is a description provided of how missing data in the analyses were dealt with?,"The context does not provide specific information on how missing data were handled in the analyses. There are no mentions of techniques or methods used to address missing data. Thus, the answer is NO.", [],NO
"Chen et al., 2022",5,Is information about the distribution of the observed variables included?,"The context provides detailed information regarding various observed variables, including participants' personal income levels prior to the pandemic, employment status, and stressors experienced during the COVID-19 lockdown. Additionally, it mentions the distribution of stressful life events, family structures, and community characteristics that participants reported. Therefore, it appears that there is indeed information about the distribution of the observed variables included. The answer to the question is YES."," - ""participants' personal income level prior to the pandemic"" - ""employment before and during COVID-19"" - ""Number of stressful life events is the total number of stressors participants endorsed regardless of their perceived impact"" - ""participants reported information of their living environment such as the number of years they spent in the lockdown city"" - ""Participants reported family structures, including marital status, number of children""",YES
"Chen et al., 2022",6,Is the software mentioned?,"The context includes mentions of various software tools used for statistical analysis, specifically ""Mplus Version 7.4"" and ""R Version 4.0.4."" This indicates that software is indeed mentioned in this paper. Therefore, the answer to the question is YES."," - ""Statistical analyses were performed in Mplus Version 7.4 and R Version 4.0.4 via caret, glmnet, fbroc packages"" - ""Muthén & Muthén, 2012"" - ""R Core Team, 2021""",YES
"Chen et al., 2022",7,"Are alternative specifications of within-class heterogeneity considered (e.g., LGCA vs. LGMM) and clearly documented?","The context discusses models such as LGMM but does not specify that alternative specifications of within-class heterogeneity (like LGCA vs. LGMM) are explicitly considered or documented. While the paper details methodologies and the performance of LASSO logistic regression, it does not clarify whether these alternative specifications were integrated into the analysis. There is no mention of LGCA or any clear documentation comparing these approaches. Thus, the answer to the question is NO."," - ""decision to build LASSO binary logistic regression models over multinomial logistic regression models for all three outcomes"" - ""our interest in understanding what set individuals falling under the resilience/chronicity trajectories apart from everyone else."" - ""This, however, could have been better addressed if we had a larger sample that would allow cross-validation."" - ""LGMM can sometimes identify the wrong number of groups according to the levels of skew, kurtosis, intercept effect size, and group proportions."" - ""This, however, could have been better addressed if we had a larger sample that would allow cross-validation.""",NO
"Chen et al., 2022",8,Are alternative specifications of the between-class differences in variancecovariance matrix structure considered and clearly documented?,"The context discussed does not explicitly mention consideration of alternative specifications regarding the variance-covariance matrix structure, nor does it provide documentation of such considerations. Instead, it primarily focuses on LASSO logistic regression and model fit indices without detailing variations in the covariance matrix structure. As a result, the answer to the question is NO.", - [ ],NO
"Chen et al., 2022",9,Are alternative shape/functional forms of the trajectories described?,"The context describes various trajectories for mental health outcomes, including depression, anxiety, and PTSD. It explicitly mentions class solutions that showcase different patterns, such as resilience, chronicity, and recovery. This indicates that there are indeed alternative shape/functional forms of the trajectories being analyzed. Therefore, the answer to the question is YES. "," - ""the selected solution included trajectories of resilience and chronicity"" - ""each included similar trajectories of stable low symptoms (resilience), consistently high symptoms (chronicity), and initially high but gradually declining symptoms (recovery)"" - ""for PTSD symptoms where some data were skewed and leptokurtic, the BLRT was significant up to five classes"" - ""the two-class PTSD solution included trajectories of resilience and chronicity"" ",YES
"Chen et al., 2022",10,"If covariates have been used, can analyses still be replicated?","The context explains that models were evaluated and only those without infrequent classes were retained as these classes are deemed unstable and difficult to replicate. This suggests that the presence and treatment of covariates can still allow analyses to be replicable, as solutions were filtered based on certain statistical criteria that enhance model stability. Therefore, the use of covariates does not prevent replication."," - ""We also excluded solutions with infrequent classes (<5%) because these tend to be unstable, and difficult to replicate.""",YES
"Chen et al., 2022",11,Is information reported about the number of random start values and final iterations included?,"The question asks whether information about the number of random start values and final iterations is reported. To find the answer, we need to specifically look for any mention of ""random start values"" or ""final iterations."" However, the provided context includes statistical analysis details, fit indices, model performance, and information related to various measures, but does not mention any specifics regarding random starts or final iterations. Therefore, the answer to the question is NO.", [],NO
"Chen et al., 2022",12,Are the model comparison (and selection) tools described from a statistical perspective?,"To determine if the model comparison and selection tools are described from a statistical perspective, we analyze the context for references to statistical methods and practices. The text mentions various statistical techniques, such as ""LASSO logistic regression,"" ""cross-validation,"" and ""AIC,"" indicating a thorough statistical approach to model selection and performance assessment. Therefore, the answer to the question is YES. "," - ""LASSO logistic regression is particularly useful because of the large number of predictors we examined"" - ""10 fold cross-validation with three repetitions was performed when building each model"" - ""The performance metric of the models is area under the receiver operating characteristic curve (AUC)"" - ""information criteria (AIC, BIC, and SSABIC) decreased consistently, indicating improved model fit"" - ""We decided to build LASSO binary logistic regression models over multinomial logistic regression models"" ",YES
"Chen et al., 2022",13,"Are the total number of fitted models reported, including a one-class solution?","The context discusses the examination of one- to five-class solutions for different mental health outcomes but does not specifically report the total number of fitted models. Additionally, it mentions up to five classes being explored for PTSD but does not confirm if a one-class model solution was included in the final report. Thus, it is unclear whether they reported a total that includes a one-class model solution. The context also indicates selected solutions and optimal models but lacks explicit confirmation of the total number fitted. Therefore, the answer is NO."," - ""We examined one- to five-class solutions for each outcome"" - ""However, we selected the two-class solution as optimal"" - ""Across all three outcomes, most individuals were resilient."" - ""choice of best-fitting solutions was based on these indices, theoretical coherence, and explanatory relevance.""",NO
"Chen et al., 2022",14,"Are the number of cases per class reported for each model (absolute sample size, or proportion)?","The context does not provide specific numbers of cases per class for each model in terms of absolute sample size or proportion. While it mentions class distributions and certain prevalence rates (e.g., ""5%"" for a small group), it does not specify the absolute size of cases per class for each model. Thus, the answer to the question is NO."," - ""only 5% of the participants were in the recovery trajectory for anxiety"" - ""percentage of participants in the smallest group"" - ""one class with low prevalence (<5%)"" - ""two classes had reasonably large intercept effect sizes""",NO
"Chen et al., 2022",15,"If classification of cases in a trajectory is the goal, is entropy reported?","The context discusses multiple models including LGMM and mentions that ""entropy for each selected solution was high (> .80)"". Since high entropy indicates a good classification of cases and is reported, it confirms that entropy is indeed reported, supporting the goal of classifying cases in a trajectory. Thus, the answer to whether entropy is reported is YES."," - ""entropy for each selected solution was high (>.80)""",YES
"Chen et al., 2022",16,Is a plot included with the estimated mean trajectories of the final solution?,"The context mentions that ""the two-class PTSD solution included trajectories of resilience and chronicity [Figure 1]."" Additionally, Figure 1 shows group means for the trajectories of three mental health outcomes (Depression, Anxiety, and PTSD), indicating that there is indeed a plot included with the estimated mean trajectories of the final solution. Therefore, the answer to the question is YES."," - ""the two-class PTSD solution included trajectories of resilience and chronicity [Figure 1]"" - ""Group Means for Trajectories of Three Mental Health Outcomes (Depression, Anxiety, and Posttraumatic Stress Disorder [PTSD])""",YES
"Chen et al., 2022",17,Are plots included with the estimated mean trajectories for each model?,"To determine whether plots are included with the estimated mean trajectories for each model, we can look for references to plots showing these trajectories in the context. The text states that ""we selected the two-class solution as optimal because subsequent class solutions had at least one class with low prevalence (<5%)"" and goes on to mention ""Each included similar trajectories of stable low symptoms (resilience), consistently high symptoms (chronicity), and initially high but gradually declining symptoms (recovery)."" Additionally, it refers to Figure 1, which displays ""Group Means for Trajectories of Three Mental Health Outcomes."" This indicates that plots for the trajectories were indeed included. Therefore, the answer to the question is YES."," - ""We selected the two-class solution as optimal because subsequent class solutions had at least one class with low prevalence (<5%)."" - ""Each included similar trajectories of stable low symptoms (resilience), consistently high symptoms (chronicity), and initially high but gradually declining symptoms (recovery)."" - ""Group Means for Trajectories of Three Mental Health Outcomes (Depression, Anxiety, and Posttraumatic Stress Disorder [PTSD]).""",YES
"Chen et al., 2022",18,Is a plot included of the combination of estimated means of the final model and the observed individual trajectories split out for each latent class?,"The context discusses the examination of trajectories for depression, anxiety, and PTSD, and mentions that ""Figure 1"" presents group means for these trajectories. However, it does not explicitly state whether a specific plot combining estimated means of the final model with observed individual trajectories split by latent class is included. The mention of trajectories suggests some graphical representation exists for each outcome but does not confirm the specifics of both estimated and observed means together for each latent class. Therefore, the answer is NO."," - ""Figure 1 Group Means for Trajectories of Three Mental Health Outcomes (Depression, Anxiety, and Posttraumatic Stress)"" - ""the selected two-class PTSD solution included trajectories of resilience and chronicity"" - ""Each included similar trajectories of stable low symptoms (resilience), consistently high symptoms (chronicity), and initially high but gradually declining symptoms (recovery).""",NO
"Chen et al., 2022",19,"Are characteristics of the final class solution numerically described (i.e., means, SD/SE, n, CI, etc.)?","The context provides numerical descriptions of the final class solutions, particularly in the tables, with metrics such as means, standard deviations, effect sizes, and confidence intervals mentioned. This indicates that the characteristics of the final class solutions are indeed numerically described. Therefore, the answer to the question is YES."," - ""All of the selected models produced the best AIC and SSABIC among models without any class of low prevalence (<5%)."" - ""We examined one- to five-class solutions for each outcome (Table 1) and reported distribution information and intercept."" - ""The two-class PTSD solution included trajectories of resilience and chronicity."" - ""We calculated and reported a 95% bias-corrected and accelerated confidence interval of the AUCs using 5,000 bootstrapped resamples..."" - ""Cohen's d = 1.55""",YES
"Chen et al., 2022",20,"Are the syntax files available (either in the appendix, supplementary materials, or from the authors)?","The context does not explicitly mention the availability of syntax files in the appendix, supplementary materials, or from the authors. Therefore, it cannot be determined from the provided information whether these files are accessible. Thus, the answer to the question is NO.",[],NO
"Shi et al., 2018",0,Is the metric of time used in the statistical model reported?,"In the provided context, there are specific time metrics denoted as T12m and T18m which indicate the time points at which various measurements were taken for adolescents and parents in the study. The report includes statistical analyses and results pertaining to these time points, suggesting that time is a crucial factor in evaluating the changes in post-traumatic stress symptoms (PTSS) over the specified periods. Therefore, the metric of time is indeed used in the statistical model reported."," - ""females had higher PTSS scores than males at T12m and T18m"" - ""Correlation results... showed that parental PTSS were positively related to adolescents' PTSS at T12m and T18m."" - ""the model examined whether parents' and adolescents' PTSS at T18m were predicted by their own PTSS at T12m.""",YES
"Shi et al., 2018",1,Is information presented about the mean and variance of time within a wave?,"The context provides demographic statistics and mentions various analyses related to PTSD and earthquake exposure, but it does not present specific information regarding the mean and variance of ""time within a wave."" It primarily focuses on PTSD scores and statistical analyses of various metrics. Therefore, the answer to the question is NO.",[],NO
"Shi et al., 2018",2,Is the missing data mechanism reported?,"In the context, it is stated that ""The rate of missing data for earthquake exposure at T12m was 3.34% in adolescents and 7.15% in parents."" Furthermore, the context mentions the use of the expectation-maximization (EM) algorithm to impute missing data for this variable, indicating that the missing data mechanism is explicitly reported. Therefore, the answer to the question is YES."," - ""The rate of missing data for earthquake exposure at T12m was 3.34% in adolescents and 7.15% in parents."" - ""Expectation-maximization (EM) algorithm was employed to impute missing data for this variable.""",YES
"Shi et al., 2018",3,Is a description provided of what variables are related to attrition/missing data?,"The context does not provide a clear description of the variables related to attrition or missing data beyond basic statistics. While it mentions the missing data rates and discusses some demographic details about participants, it does not elaborate on specific variables that are directly related to attrition or missing data patterns. Thus, the answer to the question is NO."," - ""The rate of missing data for earthquake exposure at T12m was 3.34% in adolescents and 7.15% in parents."" - ""At T18m, 35 adolescents withdrew from the follow-up survey, mainly due to their absence from school, and 68 parents did not participate, mainly because they went to other cities to work."" - ""Little's Missing Completely at Random (MCAR) test was used to analyze the missing values in all variables, and the analysis revealed that the data were indeed missing at random (MAR).""",NO
"Shi et al., 2018",4,Is a description provided of how missing data in the analyses were dealt with?,"The context clearly describes how missing data were handled in the analyses. It states that the rate of missing data for earthquake exposure was specifically noted, with percentages provided for adolescents and parents. Furthermore, it mentions the use of the expectation-maximization (EM) algorithm to impute missing data for this variable, which indicates that a systematic method was employed to address missing data. Thus, the answer to the question is YES."," - ""The rate of missing data for earthquake exposure at T12m was 3.34% in adolescents and 7.15% in parents."" - ""Expectation-maximization (EM) algorithm was employed to impute missing data for this variable.""",YES
"Shi et al., 2018",5,Is information about the distribution of the observed variables included?,"The context provides data about observed variables, such as demographic information, PTSD symptoms scores, and earthquake exposure than are analyzed. Specific variables are presented in tables that include measures of central tendency and comparisons between groups, such as means and standard deviations. Therefore, there is indeed information about the distribution of the observed variables included. The answer to the question is YES."," - ""Table 1 presented the demographic information"" - ""Earthquake exposure, M ± SD 7.53 ± 1.34"" - ""PTSS (T12m), M ± SD 39.43 ± 13.77"" - ""PTSS (T18m), M ± SD 35.94 ± 13.10"" - ""The descriptive statistics were presented in Table 1.""",YES
"Shi et al., 2018",6,Is the software mentioned?,"The context explicitly states that ""All analyses were conducted by using the SPSS 23.0 and Amos 21.0,"" indicating that these software programs were used in the research conducted. Thus, the software is indeed mentioned in the context provided."," - ""All analyses were conducted by using the SPSS 23.0 and Amos 21.0.""",YES
"Shi et al., 2018",7,"Are alternative specifications of within-class heterogeneity considered (e.g., LGCA vs. LGMM) and clearly documented?","In the provided context, there is no mention of alternative specifications of within-class heterogeneity such as LGCA vs. LGMM. The context primarily discusses methods of analysis using structural equation modeling and actor-partner interdependence models without addressing alternative model specifications. Thus, it does not provide evidence that these alternatives were considered or documented. Therefore, the answer to the question is NO.", [],NO
"Shi et al., 2018",8,Are alternative specifications of the between-class differences in variancecovariance matrix structure considered and clearly documented?,"The context does not provide any direct mention of alternative specifications regarding the between-class differences in variance-covariance matrix structure, nor does it state whether such considerations are documented. The focus seems to be on the longitudinal actor-partner interdependence model, without elaboration on alternative specifications. Hence, we cannot conclude that they are considered or documented. Therefore, the answer is NO.",[],NO
"Shi et al., 2018",9,Are alternative shape/functional forms of the trajectories described?,"The context discusses the actor-partner interdependence model (APIM) and how it has been used to study the relationships between parents' and children's PTSD symptoms. It mentions that significant effects were observed among various dyadic structures, such as mother-son and father-daughter dyads, suggesting that different shape/functional forms of relationships exist between these pairs. Specifically, it states that mothers and fathers may exert different influences on the development of their children, indicating that there are alternative forms of these trajectories within different dyadic structures. Therefore, the answer to the question is YES. "," - ""To our knowledge, only one study applied longitudinal APIM to examine the bidirectional association between parents' and children's PTSS."" - ""Multi-group APIM analyses showed that significant actor and partner effects were observed among mother-son, mother-daughter, father-son and father-daughter dyads."" - ""There is evidence that mothers and fathers may exert different influences on the development of their daughters and sons."" - ""As such, parents' or children's gender may play a moderating role in the interdependent relationship between parents' and children's mental well-being."" ",YES
"Shi et al., 2018",10,"If covariates have been used, can analyses still be replicated?","The context indicates that statistical analyses were performed using structural equation modeling while controlling for potential confounding variables like earthquake exposure. This suggests that the models can be replicated even with the inclusion of covariates, as they were able to test relationships while controlling for these factors. Therefore, the answer to the question is YES."," - ""the model examined whether parents' and adolescents' PTSS at T18m were predicted by their own PTSS at T12m (i.e. actor effects), and whether parents' (or adolescents') PTSS at T18m were also predicted by adolescents' (or parents') PTSS at T12m (i.e. partner effects)."" - ""With the possible confounding influence of earthquake exposure being controlled for.""",YES
"Shi et al., 2018",11,Is information reported about the number of random start values and final iterations included?,"The context does not provide any information regarding the number of random start values and final iterations used in the analyses, specifically in relation to the statistical modeling described. Therefore, the answer to the question is NO.",[],NO
"Shi et al., 2018",12,Are the model comparison (and selection) tools described from a statistical perspective?,"The statistical tools mentioned, including RMSEA, CFI, TLI, and SRMR, are all criteria used in evaluating model fit in structural equation modeling, which is a statistical approach. The context also describes that the model fit indices were evaluated to ascertain the structural model’s appropriateness. This indicates that the tools are indeed discussed from a statistical perspective. Therefore, the answer to the question is YES."," - ""Model fit indices including chi-square test of model fit, root mean square error of approximation (RMSEA), comparative fit index (CFI), the Tucker-Lewis index (TLI), and standardized root mean square residual (SRMR) were evaluated."" - ""All analyses were conducted by using the SPSS 23.0 and Amos 21.0.""",YES
"Shi et al., 2018",13,"Are the total number of fitted models reported, including a one-class solution?","The context does not explicitly mention the total number of fitted models reported, nor does it indicate if a one-class solution was included among the models evaluated in the analyses. Although structural equation modeling and multigroup analyses are discussed, there are no details provided regarding the specific number of fitted models or indications of a one-class solution. Therefore, based on the lack of specific evidence in the context, the answer to the question is NO. ", - [] ,NO
"Shi et al., 2018",14,"Are the number of cases per class reported for each model (absolute sample size, or proportion)?","The context provides the demographic and statistical data, including sample sizes for various categories. Specifically, the sample sizes are noted in parentheses next to the respective categories, indicating both absolute numbers and proportions. For urban residents, it states ""354 (51.45),"" suggesting an absolute sample size of 354 and a proportion of 51.45%. Similar examples appear for rural residents and other categories; thus, yes, the number of cases per class is reported for each model with both absolute sample sizes and proportions included. "," - ""Urban | 354 (51.45)"" - ""Rural | 334 (48.55)"" - ""< 9 years | 390 (56.68)"" - ""≥ 9 years | 298 (43.32)"" ",YES
"Shi et al., 2018",15,"If classification of cases in a trajectory is the goal, is entropy reported?","The context does not provide information about whether entropy is reported in relation to the classification of cases in a trajectory. It focuses on statistical methods used like RMSEA, CFI, TLI, SRMR, and indicates the use of structural equation modeling for analyses. There is no mention of a report on entropy or its relevance to trajectory classification. Therefore, the answer is NO.", - [],NO
"Shi et al., 2018",16,Is a plot included with the estimated mean trajectories of the final solution?,"The context provided does not explicitly mention whether a plot with the estimated mean trajectories of the final solution is included in the study. While it details statistical analyses and various results, no specific visual representation like a plot is referenced. Thus, without direct evidence to confirm the presence of such a plot, the answer to the question must be NO.", [],NO
